Año: 2020 | Número de personas: 3 | Velocidad: 38.8 | Velocidad inicial: 42.3 | Velocidad máximo: 75.2 | Velocidad promedio: 38.8 | Ubicación: Municipio Baruta / El Hatillo | Tipo de vía: urbana | Zona donde vive: Municipio Baruta / El Hatillo | Entrada preferida: Acceso Distribuidor Metropolitano (Autopista) | Estilo de manejo: Prudente | reacción a situación externa (%): 45.3 | desvío (%): 22.3 | cambio de velocidad (%): 7.9 | Demora estimada (min): 0 | Tipo de Carro: Te traen en carro (Papás) | carro/moto/wawa/taxi: carro | Sincrónico/automático: Automático | buenas/malas condiciones: Buena | Retraso: No | Viene acompañado: Sí | Hora de salir de la casa: 07:11 | Hora de llegar a la Unimet: 07:27 | Colegio Integral el Ávila: nan | tráfico estimado por los encuestados: de 8 a 10 a.m., de 10 a 12 a.m.
Año: 2021 | Número de personas: 10 | Velocidad: 37.7 | Velocidad inicial: 39.0 | Velocidad máximo: 69.3 | Velocidad promedio: 37.7 | Ubicación: Guarenas/Guatire | Tipo de vía: autopista | Zona donde vive: Guarenas/Guatire | Entrada preferida: Acceso Distribuidor Metropolitano (Autopista) | Estilo de manejo: Prudente | reacción a situación externa (%): 20.3 | desvío (%): 23.2 | cambio de velocidad (%): 3.4 | Demora estimada (min): 0 | Tipo de Carro: WAWA | carro/moto/wawa/taxi: wawa | Sincrónico/automático: Automático | buenas/malas condiciones: Buena | Retraso: No | Viene acompañado: Sí | Hora de salir de la casa: 07:16 | Hora de llegar a la Unimet: 07:32 | Colegio Integral el Ávila: nan | tráfico estimado por los encuestados: de 8 a 10 a.m.
Año: 2021 | Número de personas: 1 | Velocidad: 29.8 | Velocidad inicial: 27.6 | Velocidad máximo: 49.0 | Velocidad promedio: 29.8 | Ubicación: Municipio Baruta / El Hatillo | Tipo de vía: urbana | Zona donde vive: Municipio Baruta / El Hatillo | Entrada preferida: Acceso Universidad Metropolitana (Terrazas del Ávila) | Estilo de manejo: Prudente | reacción a situación externa (%): 65.8 | desvío (%): 17.7 | cambio de velocidad (%): 6.9 | Demora estimada (min): 0 | Tipo de Carro: carro propio | carro/moto/wawa/taxi: carro | Sincrónico/automático: Automático | buenas/malas condiciones: Buena | Retraso: No | Viene acompañado: No | Hora de salir de la casa: 06:58 | Hora de llegar a la Unimet: 07:18 | Colegio Integral el Ávila: Sí | tráfico estimado por los encuestados: de 8 a 10 a.m., de 4 a 6 p.m.
Año: 2021 | Número de personas: 1 | Velocidad: 38.8 | Velocidad inicial: 49.1 | Velocidad máximo: 87.2 | Velocidad promedio: 38.8 | Ubicación: Municipio Libertador | Tipo de vía: urbana | Zona donde vive: Municipio Libertador | Entrada preferida: Acceso Distribuidor Metropolitano (Autopista) | Estilo de manejo: Prudente | reacción a situación externa (%): 48.4 | desvío (%): 16.8 | cambio de velocidad (%): 5.6 | Demora estimada (min): 36.8 | Tipo de Carro: carro propio | carro/moto/wawa/taxi: carro | Sincrónico/automático: Automático | buenas/malas condiciones: Buena | Retraso: Sí | Viene acompañado: No | Hora de salir de la casa: 08:21 | Hora de llegar a la Unimet: 08:37 | Colegio Integral el Ávila: nan | tráfico estimado por los encuestados: de 8 a 10 a.m.
Año: 2021 | Número de personas: 1 | Velocidad: 38.8 | Velocidad inicial: 43.5 | Velocidad máximo: 77.4 | Velocidad promedio: 38.8 | Ubicación: Resto del Municipio Sucre | Tipo de vía: urbana | Zona donde vive: Resto del Municipio Sucre | Entrada preferida: Acceso Universidad Metropolitana (Terrazas del Ávila) | Estilo de manejo: Prudente | reacción a situación externa (%): 62.3 | desvío (%): 21.6 | cambio de velocidad (%): 7.6 | Demora estimada (min): 18.7 | Tipo de Carro: carro propio | carro/moto/wawa/taxi: carro | Sincrónico/automático: Automático | buenas/malas condiciones: Buena | Retraso: Sí | Viene acompañado: No | Hora de salir de la casa: 08:03 | Hora de llegar a la Unimet: 08:19 | Colegio Integral el Ávila: No | tráfico estimado por los encuestados: de 8 a 10 a.m.
Año: 2021 | Número de personas: 1 | Velocidad: 42.0 | Velocidad inicial: 39.1 | Velocidad máximo: 69.5 | Velocidad promedio: 42.0 | Ubicación: Guarenas/Guatire | Tipo de vía: autopista | Zona donde vive: Guarenas/Guatire | Entrada preferida: Acceso Universidad Metropolitana (Terrazas del Ávila) | Estilo de manejo: Lento | reacción a situación externa (%): 32.3 | desvío (%): 3.7 | cambio de velocidad (%): 5.0 | Demora estimada (min): 0 | Tipo de Carro: Carro propio | carro/moto/wawa/taxi: carro | Sincrónico/automático: Automático | buenas/malas condiciones: Buena | Retraso: No | Viene acompañado: No | Hora de salir de la casa: 06:37 | Hora de llegar a la Unimet: 06:52 | Colegio Integral el Ávila: Sí | tráfico estimado por los encuestados: de 10 a 12 a.m., de 12 a 2 p.m.
Año: 2021 | Número de personas: 1 | Velocidad: 35.5 | Velocidad inicial: 32.9 | Velocidad máximo: 58.5 | Velocidad promedio: 35.5 | Ubicación: Municipio Baruta / El Hatillo | Tipo de vía: urbana | Zona donde vive: Municipio Baruta / El Hatillo | Entrada preferida: Acceso Universidad Metropolitana (Terrazas del Ávila) | Estilo de manejo: Prudente | reacción a situación externa (%): 58.9 | desvío (%): 1 | cambio de velocidad (%): 6.8 | Demora estimada (min): 20.9 | Tipo de Carro: carro propio | carro/moto/wawa/taxi: carro | Sincrónico/automático: Automático | buenas/malas condiciones: Buena | Retraso: Sí | Viene acompañado: No | Hora de salir de la casa: 08:04 | Hora de llegar a la Unimet: 08:21 | Colegio Integral el Ávila: Sí | tráfico estimado por los encuestados: de 8 a 10 a.m.
Año: 2021 | Número de personas: 1 | Velocidad: 38.6 | Velocidad inicial: 35.8 | Velocidad máximo: 63.7 | Velocidad promedio: 38.6 | Ubicación: Municipio Baruta / El Hatillo | Tipo de vía: urbana | Zona donde vive: Municipio Baruta / El Hatillo | Entrada preferida: Acceso Universidad Metropolitana (Terrazas del Ávila) | Estilo de manejo: Prudente | reacción a situación externa (%): 80.1 | desvío (%): 32.4 | cambio de velocidad (%): 7.9 | Demora estimada (min): 31.8 | Tipo de Carro: carro propio | carro/moto/wawa/taxi: carro | Sincrónico/automático: Automático | buenas/malas condiciones: Buena | Retraso: Sí | Viene acompañado: No | Hora de salir de la casa: 08:16 | Hora de llegar a la Unimet: 08:32 | Colegio Integral el Ávila: Sí | tráfico estimado por los encuestados: de 8 a 10 a.m., de 10 a 12 a.m.
Año: 2021 | Número de personas: 1 | Velocidad: 38.8 | Velocidad inicial: 37.6 | Velocidad máximo: 66.9 | Velocidad promedio: 38.8 | Ubicación: Municipio Baruta / El Hatillo | Tipo de vía: urbana | Zona donde vive: Municipio Baruta / El Hatillo | Entrada preferida: Acceso Distribuidor Metropolitano (Autopista) | Estilo de manejo: Prudente | reacción a situación externa (%): 60.6 | desvío (%): 19.6 | cambio de velocidad (%): 7.4 | Demora estimada (min): 0 | Tipo de Carro: carro propio | carro/moto/wawa/taxi: carro | Sincrónico/automático: Automático | buenas/malas condiciones: Buena | Retraso: No | Viene acompañado: No | Hora de salir de la casa: 07:31 | Hora de llegar a la Unimet: 07:46 | Colegio Integral el Ávila: nan | tráfico estimado por los encuestados: de 8 a 10 a.m., de 12 a 2 p.m.
Año: 2021 | Número de personas: 21 | Velocidad: 15.7 | Velocidad inicial: 15.8 | Velocidad máximo: 28.1 | Velocidad promedio: 15.7 | Ubicación: Municipio Libertador | Tipo de vía: urbana | Zona donde vive: Municipio Libertador | Entrada preferida: Acceso Distribuidor Metropolitano (Autopista) | Estilo de manejo: Prudente | reacción a situación externa (%): 68.7 | desvío (%): 3.5 | cambio de velocidad (%): 4.8 | Demora estimada (min): 41.0 | Tipo de Carro: WAWA | carro/moto/wawa/taxi: wawa | Sincrónico/automático: Automático | buenas/malas condiciones: Buena | Retraso: Sí | Viene acompañado: Sí | Hora de salir de la casa: 08:03 | Hora de llegar a la Unimet: 08:41 | Colegio Integral el Ávila: nan | tráfico estimado por los encuestados: de 6 a 8 a.m., de 4 a 6 p.m.
Año: 2021 | Número de personas: 2 | Velocidad: 38.8 | Velocidad inicial: 39.2 | Velocidad máximo: 69.8 | Velocidad promedio: 38.8 | Ubicación: Municipio Libertador | Tipo de vía: urbana | Zona donde vive: Municipio Libertador | Entrada preferida: Acceso Universidad Metropolitana (Terrazas del Ávila) | Estilo de manejo: Prudente | reacción a situación externa (%): 34.4 | desvío (%): 22.3 | cambio de velocidad (%): 3.4 | Demora estimada (min): 18.7 | Tipo de Carro: Te traen en carro (Papás) | carro/moto/wawa/taxi: carro | Sincrónico/automático: Automático | buenas/malas condiciones: Buena | Retraso: Sí | Viene acompañado: Sí | Hora de salir de la casa: 08:03 | Hora de llegar a la Unimet: 08:19 | Colegio Integral el Ávila: Sí | tráfico estimado por los encuestados: de 8 a 10 a.m., de 10 a 12 a.m., de 2 a 4 p.m.
Año: 2021 | Número de personas: 1 | Velocidad: 38.8 | Velocidad inicial: 42.3 | Velocidad máximo: 75.2 | Velocidad promedio: 38.8 | Ubicación: La Urbina/El Marquez | Tipo de vía: urbana | Zona donde vive: La Urbina/El Marquez | Entrada preferida: Acceso Universidad Metropolitana (Terrazas del Ávila) | Estilo de manejo: Prudente | reacción a situación externa (%): 66.6 | desvío (%): 26.3 | cambio de velocidad (%): 6.8 | Demora estimada (min): 17.0 | Tipo de Carro: carro propio | carro/moto/wawa/taxi: carro | Sincrónico/automático: Automático | buenas/malas condiciones: Buena | Retraso: Sí | Viene acompañado: No | Hora de salir de la casa: 08:02 | Hora de llegar a la Unimet: 08:17 | Colegio Integral el Ávila: Sí | tráfico estimado por los encuestados: de 6 a 8 a.m., de 8 a 10 a.m., de 10 a 12 a.m.
Año: 2021 | Número de personas: 1 | Velocidad: 38.8 | Velocidad inicial: 54.7 | Velocidad máximo: 97.2 | Velocidad promedio: 38.8 | Ubicación: Municipio Baruta / El Hatillo | Tipo de vía: urbana | Zona donde vive: Municipio Baruta / El Hatillo | Entrada preferida: Acceso Universidad Metropolitana (Terrazas del Ávila) | Estilo de manejo: Prudente | reacción a situación externa (%): 54.2 | desvío (%): 22.3 | cambio de velocidad (%): 5.9 | Demora estimada (min): 0 | Tipo de Carro: carro propio | carro/moto/wawa/taxi: carro | Sincrónico/automático: Automático | buenas/malas condiciones: Buena | Retraso: No | Viene acompañado: No | Hora de salir de la casa: 07:27 | Hora de llegar a la Unimet: 07:43 | Colegio Integral el Ávila: Sí | tráfico estimado por los encuestados: de 8 a 10 a.m.
Año: 2021 | Número de personas: 1 | Velocidad: 33.6 | Velocidad inicial: 31.1 | Velocidad máximo: 55.4 | Velocidad promedio: 33.6 | Ubicación: La Urbina/El Marquez | Tipo de vía: urbana | Zona donde vive: La Urbina/El Marquez | Entrada preferida: Acceso Universidad Metropolitana (Terrazas del Ávila) | Estilo de manejo: Prudente | reacción a situación externa (%): 41.4 | desvío (%): 18.9 | cambio de velocidad (%): 10.6 | Demora estimada (min): 8.9 | Tipo de Carro: carro propio | carro/moto/wawa/taxi: carro | Sincrónico/automático: Automático | buenas/malas condiciones: Buena | Retraso: Sí | Viene acompañado: No | Hora de salir de la casa: 07:51 | Hora de llegar a la Unimet: 08:09 | Colegio Integral el Ávila: Sí | tráfico estimado por los encuestados: de 10 a 12 a.m., de 12 a 2 p.m.
Año: 2021 | Número de personas: 1 | Velocidad: 30.5 | Velocidad inicial: 28.1 | Velocidad máximo: 50.0 | Velocidad promedio: 30.5 | Ubicación: Municipio Baruta / El Hatillo | Tipo de vía: urbana | Zona donde vive: Municipio Baruta / El Hatillo | Entrada preferida: Acceso Distribuidor Metropolitano (Autopista) | Estilo de manejo: Lento | reacción a situación externa (%): 51.9 | desvío (%): 15.0 | cambio de velocidad (%): 5.7 | Demora estimada (min): 30.6 | Tipo de Carro: carro propio | carro/moto/wawa/taxi: carro | Sincrónico/automático: Automático | buenas/malas condiciones: Buena | Retraso: Sí | Viene acompañado: No | Hora de salir de la casa: 08:11 | Hora de llegar a la Unimet: 08:31 | Colegio Integral el Ávila: nan | tráfico estimado por los encuestados: de 8 a 10 a.m., de 12 a 2 p.m., de 2 a 4 p.m.
Año: 2021 | Número de personas: 1 | Velocidad: 38.8 | Velocidad inicial: 38.1 | Velocidad máximo: 67.7 | Velocidad promedio: 38.8 | Ubicación: Municipo Chacao | Tipo de vía: urbana | Zona donde vive: Municipo Chacao | Entrada preferida: Acceso Distribuidor Metropolitano (Autopista) | Estilo de manejo: Lento | reacción a situación externa (%): 41.4 | desvío (%): 12.2 | cambio de velocidad (%): 6.4 | Demora estimada (min): 28.1 | Tipo de Carro: carro propio | carro/moto/wawa/taxi: carro | Sincrónico/automático: Automático | buenas/malas condiciones: Buena | Retraso: Sí | Viene acompañado: No | Hora de salir de la casa: 08:13 | Hora de llegar a la Unimet: 08:28 | Colegio Integral el Ávila: nan | tráfico estimado por los encuestados: de 4 a 6 p.m.
Año: 2021 | Número de personas: 1 | Velocidad: 38.8 | Velocidad inicial: 37.2 | Velocidad máximo: 66.1 | Velocidad promedio: 38.8 | Ubicación: Municipio Baruta / El Hatillo | Tipo de vía: urbana | Zona donde vive: Municipio Baruta / El Hatillo | Entrada preferida: Acceso Universidad Metropolitana (Terrazas del Ávila) | Estilo de manejo: Prudente | reacción a situación externa (%): 38.3 | desvío (%): 10.2 | cambio de velocidad (%): 9.0 | Demora estimada (min): 0 | Tipo de Carro: Carro propio | carro/moto/wawa/taxi: carro | Sincrónico/automático: Automático | buenas/malas condiciones: Buena | Retraso: No | Viene acompañado: No | Hora de salir de la casa: 06:48 | Hora de llegar a la Unimet: 07:03 | Colegio Integral el Ávila: Sí | tráfico estimado por los encuestados: de 6 a 8 a.m., de 4 a 6 p.m.
Año: 2021 | Número de personas: 17 | Velocidad: 44.4 | Velocidad inicial: 46.0 | Velocidad máximo: 81.8 | Velocidad promedio: 44.4 | Ubicación: Guarenas/Guatire | Tipo de vía: autopista | Zona donde vive: Guarenas/Guatire | Entrada preferida: Acceso Universidad Metropolitana (Terrazas del Ávila) | Estilo de manejo: Prudente | reacción a situación externa (%): 51.8 | desvío (%): 26.9 | cambio de velocidad (%): 4.3 | Demora estimada (min): 0 | Tipo de Carro: WAWA | carro/moto/wawa/taxi: wawa | Sincrónico/automático: Automático | buenas/malas condiciones: Buena | Retraso: No | Viene acompañado: Sí | Hora de salir de la casa: 07:29 | Hora de llegar a la Unimet: 07:43 | Colegio Integral el Ávila: No | tráfico estimado por los encuestados: de 6 a 8 a.m., de 12 a 2 p.m.
Año: 2021 | Número de personas: 4 | Velocidad: 27.0 | Velocidad inicial: 24.8 | Velocidad máximo: 44.2 | Velocidad promedio: 27.0 | Ubicación: Municipo Chacao | Tipo de vía: urbana | Zona donde vive: Municipo Chacao | Entrada preferida: Acceso Distribuidor Metropolitano (Autopista) | Estilo de manejo: Prudente | reacción a situación externa (%): 33.2 | desvío (%): 8.9 | cambio de velocidad (%): 7.8 | Demora estimada (min): 0 | Tipo de Carro: Te traen en carro (Papás) | carro/moto/wawa/taxi: carro | Sincrónico/automático: Automático | buenas/malas condiciones: Buena | Retraso: No | Viene acompañado: Sí | Hora de salir de la casa: 07:19 | Hora de llegar a la Unimet: 07:41 | Colegio Integral el Ávila: nan | tráfico estimado por los encuestados: de 6 a 8 a.m.
Año: 2021 | Número de personas: 3 | Velocidad: 38.8 | Velocidad inicial: 39.5 | Velocidad máximo: 70.3 | Velocidad promedio: 38.8 | Ubicación: Municipio Libertador | Tipo de vía: urbana | Zona donde vive: Municipio Libertador | Entrada preferida: Acceso Universidad Metropolitana (Terrazas del Ávila) | Estilo de manejo: Prudente | reacción a situación externa (%): 27.5 | desvío (%): 19.8 | cambio de velocidad (%): 6.4 | Demora estimada (min): 64.8 | Tipo de Carro: Te traen en carro (Cola con estudiante Unimet) | carro/moto/wawa/taxi: carro | Sincrónico/automático: Automático | buenas/malas condiciones: Buena | Retraso: Sí | Viene acompañado: Sí | Hora de salir de la casa: 08:49 | Hora de llegar a la Unimet: 09:05 | Colegio Integral el Ávila: Sí | tráfico estimado por los encuestados: de 8 a 10 a.m., de 4 a 6 p.m.
Año: 2022 | Número de personas: 1 | Velocidad: 33.0 | Velocidad inicial: 34.1 | Velocidad máximo: 60.6 | Velocidad promedio: 33.0 | Ubicación: Guarenas/Guatire | Tipo de vía: autopista | Zona donde vive: Guarenas/Guatire | Entrada preferida: Acceso Universidad Metropolitana (Terrazas del Ávila) | Estilo de manejo: Prudente | reacción a situación externa (%): 32.6 | desvío (%): 28.5 | cambio de velocidad (%): 7.3 | Demora estimada (min): 0 | Tipo de Carro: WAWA | carro/moto/wawa/taxi: wawa | Sincrónico/automático: Automático | buenas/malas condiciones: Buena | Retraso: No | Viene acompañado: No | Hora de salir de la casa: 07:30 | Hora de llegar a la Unimet: 07:48 | Colegio Integral el Ávila: Sí | tráfico estimado por los encuestados: de 8 a 10 a.m., de 10 a 12 a.m., de 12 a 2 p.m., de 2 a 4 p.m.
Año: 2022 | Número de personas: 1 | Velocidad: 38.8 | Velocidad inicial: 49.8 | Velocidad máximo: 88.5 | Velocidad promedio: 38.8 | Ubicación: Municipio Baruta / El Hatillo | Tipo de vía: urbana | Zona donde vive: Municipio Baruta / El Hatillo | Entrada preferida: Acceso Distribuidor Metropolitano (Autopista) | Estilo de manejo: Prudente | reacción a situación externa (%): 43.9 | desvío (%): 11.3 | cambio de velocidad (%): 6.3 | Demora estimada (min): 0 | Tipo de Carro: carro propio | carro/moto/wawa/taxi: carro | Sincrónico/automático: Automático | buenas/malas condiciones: Buena | Retraso: No | Viene acompañado: No | Hora de salir de la casa: 07:20 | Hora de llegar a la Unimet: 07:35 | Colegio Integral el Ávila: nan | tráfico estimado por los encuestados: de 6 a 8 a.m.
Año: 2022 | Número de personas: 2 | Velocidad: 16.4 | Velocidad inicial: 14.8 | Velocidad máximo: 26.4 | Velocidad promedio: 16.4 | Ubicación: Municipo Chacao | Tipo de vía: urbana | Zona donde vive: Municipo Chacao | Entrada preferida: Acceso Universidad Metropolitana (Terrazas del Ávila) | Estilo de manejo: Prudente | reacción a situación externa (%): 86.2 | desvío (%): 23.5 | cambio de velocidad (%): 5.5 | Demora estimada (min): 0.9 | Tipo de Carro: Te traen en carro (Papás) | carro/moto/wawa/taxi: carro | Sincrónico/automático: Automático | buenas/malas condiciones: Buena | Retraso: Sí | Viene acompañado: Sí | Hora de salir de la casa: 07:24 | Hora de llegar a la Unimet: 08:01 | Colegio Integral el Ávila: No | tráfico estimado por los encuestados: de 4 a 6 p.m.
Año: 2022 | Número de personas: 3 | Velocidad: 32.0 | Velocidad inicial: 29.6 | Velocidad máximo: 52.6 | Velocidad promedio: 32.0 | Ubicación: Municipo Chacao | Tipo de vía: urbana | Zona donde vive: Municipo Chacao | Entrada preferida: Acceso Universidad Metropolitana (Terrazas del Ávila) | Estilo de manejo: Prudente | reacción a situación externa (%): 73.0 | desvío (%): 26.5 | cambio de velocidad (%): 5.1 | Demora estimada (min): 6.7 | Tipo de Carro: Te traen en carro (Cola con estudiante Unimet) | carro/moto/wawa/taxi: carro | Sincrónico/automático: Automático | buenas/malas condiciones: Buena | Retraso: Sí | Viene acompañado: Sí | Hora de salir de la casa: 07:48 | Hora de llegar a la Unimet: 08:07 | Colegio Integral el Ávila: No | tráfico estimado por los encuestados: de 12 a 2 p.m.
Año: 2022 | Número de personas: 1 | Velocidad: 38.8 | Velocidad inicial: 45.1 | Velocidad máximo: 80.2 | Velocidad promedio: 38.8 | Ubicación: Municipio Baruta / El Hatillo | Tipo de vía: urbana | Zona donde vive: Municipio Baruta / El Hatillo | Entrada preferida: Acceso Distribuidor Metropolitano (Autopista) | Estilo de manejo: Prudente | reacción a situación externa (%): 55.3 | desvío (%): 21.4 | cambio de velocidad (%): 6.8 | Demora estimada (min): 0 | Tipo de Carro: carro propio | carro/moto/wawa/taxi: carro | Sincrónico/automático: Automático | buenas/malas condiciones: Buena | Retraso: No | Viene acompañado: No | Hora de salir de la casa: 07:35 | Hora de llegar a la Unimet: 07:51 | Colegio Integral el Ávila: nan | tráfico estimado por los encuestados: de 10 a 12 a.m.
Año: 2022 | Número de personas: 1 | Velocidad: 38.6 | Velocidad inicial: 35.9 | Velocidad máximo: 63.8 | Velocidad promedio: 38.6 | Ubicación: Resto del Municipio Sucre | Tipo de vía: urbana | Zona donde vive: Resto del Municipio Sucre | Entrada preferida: Acceso Distribuidor Metropolitano (Autopista) | Estilo de manejo: Prudente | reacción a situación externa (%): 49.1 | desvío (%): 24.7 | cambio de velocidad (%): 3.5 | Demora estimada (min): 0 | Tipo de Carro: Carro propio | carro/moto/wawa/taxi: carro | Sincrónico/automático: Automático | buenas/malas condiciones: Buena | Retraso: No | Viene acompañado: No | Hora de salir de la casa: 06:58 | Hora de llegar a la Unimet: 07:14 | Colegio Integral el Ávila: nan | tráfico estimado por los encuestados: de 10 a 12 a.m., de 12 a 2 p.m., de 2 a 4 p.m.
Año: 2022 | Número de personas: 1 | Velocidad: 38.5 | Velocidad inicial: 35.7 | Velocidad máximo: 63.5 | Velocidad promedio: 38.5 | Ubicación: Terrazas del Ávila | Tipo de vía: urbana | Zona donde vive: Terrazas del Ávila | Entrada preferida: Acceso Universidad Metropolitana (Terrazas del Ávila) | Estilo de manejo: Prudente | reacción a situación externa (%): 57.8 | desvío (%): 14.0 | cambio de velocidad (%): 5.5 | Demora estimada (min): 0 | Tipo de Carro: carro propio | carro/moto/wawa/taxi: carro | Sincrónico/automático: Automático | buenas/malas condiciones: Buena | Retraso: No | Viene acompañado: No | Hora de salir de la casa: 07:43 | Hora de llegar a la Unimet: 07:58 | Colegio Integral el Ávila: Sí | tráfico estimado por los encuestados: de 8 a 10 a.m., de 10 a 12 a.m.
Año: 2022 | Número de personas: 1 | Velocidad: 38.8 | Velocidad inicial: 53.9 | Velocidad máximo: 95.9 | Velocidad promedio: 38.8 | Ubicación: La Urbina/El Marquez | Tipo de vía: urbana | Zona donde vive: La Urbina/El Marquez | Entrada preferida: Acceso Distribuidor Metropolitano (Autopista) | Estilo de manejo: Prudente | reacción a situación externa (%): 44.9 | desvío (%): 13.7 | cambio de velocidad (%): 4.9 | Demora estimada (min): 0 | Tipo de Carro: carro propio | carro/moto/wawa/taxi: carro | Sincrónico/automático: Automático | buenas/malas condiciones: Buena | Retraso: No | Viene acompañado: No | Hora de salir de la casa: 07:34 | Hora de llegar a la Unimet: 07:50 | Colegio Integral el Ávila: nan | tráfico estimado por los encuestados: de 12 a 2 p.m.
Año: 2022 | Número de personas: 1 | Velocidad: 38.8 | Velocidad inicial: 41.4 | Velocidad máximo: 73.6 | Velocidad promedio: 38.8 | Ubicación: Municipio Baruta / El Hatillo | Tipo de vía: urbana | Zona donde vive: Municipio Baruta / El Hatillo | Entrada preferida: Acceso Universidad Metropolitana (Terrazas del Ávila) | Estilo de manejo: Prudente | reacción a situación externa (%): 25.0 | desvío (%): 21.8 | cambio de velocidad (%): 4.2 | Demora estimada (min): 8.0 | Tipo de Carro: Carro propio | carro/moto/wawa/taxi: carro | Sincrónico/automático: Automático | buenas/malas condiciones: Buena | Retraso: Sí | Viene acompañado: No | Hora de salir de la casa: 07:53 | Hora de llegar a la Unimet: 08:08 | Colegio Integral el Ávila: No | tráfico estimado por los encuestados: de 8 a 10 a.m., de 10 a 12 a.m.
Año: 2022 | Número de personas: 1 | Velocidad: 28.1 | Velocidad inicial: 25.9 | Velocidad máximo: 46.0 | Velocidad promedio: 28.1 | Ubicación: Municipio Libertador | Tipo de vía: urbana | Zona donde vive: Municipio Libertador | Entrada preferida: Acceso Universidad Metropolitana (Terrazas del Ávila) | Estilo de manejo: Lento | reacción a situación externa (%): 26.1 | desvío (%): 21.6 | cambio de velocidad (%): 4.4 | Demora estimada (min): 0 | Tipo de Carro: carro propio | carro/moto/wawa/taxi: carro | Sincrónico/automático: Automático | buenas/malas condiciones: Buena | Retraso: No | Viene acompañado: No | Hora de salir de la casa: 07:16 | Hora de llegar a la Unimet: 07:37 | Colegio Integral el Ávila: Sí | tráfico estimado por los encuestados: de 6 a 8 a.m.
Año: 2022 | Número de personas: 31 | Velocidad: 34.0 | Velocidad inicial: 35.0 | Velocidad máximo: 62.3 | Velocidad promedio: 34.0 | Ubicación: Resto del Municipio Sucre | Tipo de vía: urbana | Zona donde vive: Resto del Municipio Sucre | Entrada preferida: Acceso Universidad Metropolitana (Terrazas del Ávila) | Estilo de manejo: Prudente | reacción a situación externa (%): 49.7 | desvío (%): 11.0 | cambio de velocidad (%): 4.5 | Demora estimada (min): 26.6 | Tipo de Carro: WAWA | carro/moto/wawa/taxi: wawa | Sincrónico/automático: Automático | buenas/malas condiciones: Buena | Retraso: Sí | Viene acompañado: Sí | Hora de salir de la casa: 08:09 | Hora de llegar a la Unimet: 08:27 | Colegio Integral el Ávila: No | tráfico estimado por los encuestados: de 6 a 8 a.m., de 8 a 10 a.m., de 12 a 2 p.m.
Año: 2022 | Número de personas: 1 | Velocidad: 27.4 | Velocidad inicial: 25.3 | Velocidad máximo: 45.0 | Velocidad promedio: 27.4 | Ubicación: Municipio Baruta / El Hatillo | Tipo de vía: urbana | Zona donde vive: Municipio Baruta / El Hatillo | Entrada preferida: Acceso Distribuidor Metropolitano (Autopista) | Estilo de manejo: Prudente | reacción a situación externa (%): 76.0 | desvío (%): 33.6 | cambio de velocidad (%): 6.8 | Demora estimada (min): 0 | Tipo de Carro: carro propio | carro/moto/wawa/taxi: carro | Sincrónico/automático: Automático | buenas/malas condiciones: Buena | Retraso: No | Viene acompañado: No | Hora de salir de la casa: 07:34 | Hora de llegar a la Unimet: 07:56 | Colegio Integral el Ávila: nan | tráfico estimado por los encuestados: de 8 a 10 a.m., de 12 a 2 p.m.
Año: 2022 | Número de personas: 1 | Velocidad: 38.8 | Velocidad inicial: 45.4 | Velocidad máximo: 80.8 | Velocidad promedio: 38.8 | Ubicación: Carretera Panamericana | Tipo de vía: urbana | Zona donde vive: Carretera Panamericana | Entrada preferida: Acceso Distribuidor Metropolitano (Autopista) | Estilo de manejo: Prudente | reacción a situación externa (%): 46.7 | desvío (%): 25.7 | cambio de velocidad (%): 7.2 | Demora estimada (min): 0 | Tipo de Carro: Carro propio | carro/moto/wawa/taxi: carro | Sincrónico/automático: Automático | buenas/malas condiciones: Buena | Retraso: No | Viene acompañado: No | Hora de salir de la casa: 07:24 | Hora de llegar a la Unimet: 07:39 | Colegio Integral el Ávila: nan | tráfico estimado por los encuestados: de 8 a 10 a.m., de 12 a 2 p.m., de 2 a 4 p.m.
Año: 2022 | Número de personas: 1 | Velocidad: 38.8 | Velocidad inicial: 50.0 | Velocidad máximo: 88.9 | Velocidad promedio: 38.8 | Ubicación: Municipio Baruta / El Hatillo | Tipo de vía: urbana | Zona donde vive: Municipio Baruta / El Hatillo | Entrada preferida: Acceso Distribuidor Metropolitano (Autopista) | Estilo de manejo: Prudente | reacción a situación externa (%): 49.2 | desvío (%): 20.0 | cambio de velocidad (%): 6.5 | Demora estimada (min): 0 | Tipo de Carro: carro propio | carro/moto/wawa/taxi: carro | Sincrónico/automático: Automático | buenas/malas condiciones: Buena | Retraso: No | Viene acompañado: No | Hora de salir de la casa: 07:37 | Hora de llegar a la Unimet: 07:52 | Colegio Integral el Ávila: nan | tráfico estimado por los encuestados: de 12 a 2 p.m.
